locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAGMNAF_03541	CDS	1095	epsF	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
JJAGMNAF_03542	CDS	1830				hypothetical protein
JJAGMNAF_03543	CDS	906				IS982 family transposase IS195
JJAGMNAF_03544	CDS	1035	epsJ	2.4.-.-	COG1216	putative glycosyltransferase EpsJ
JJAGMNAF_03545	CDS	735	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JJAGMNAF_03546	CDS	828	wbnK	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
JJAGMNAF_03547	CDS	1308				hypothetical protein
JJAGMNAF_03548	CDS	891				hypothetical protein
JJAGMNAF_03549	CDS	1563				hypothetical protein
JJAGMNAF_03550	CDS	174				hypothetical protein
JJAGMNAF_03551	CDS	384				hypothetical protein
JJAGMNAF_03552	CDS	549				hypothetical protein
JJAGMNAF_03553	CDS	417				hypothetical protein
JJAGMNAF_03554	CDS	429				hypothetical protein
JJAGMNAF_03555	CDS	474				hypothetical protein
JJAGMNAF_03556	CDS	228				hypothetical protein
JJAGMNAF_03557	CDS	540	bsaA			Glutathione peroxidase BsaA
JJAGMNAF_03558	CDS	201				hypothetical protein
JJAGMNAF_03559	CDS	1773				hypothetical protein
JJAGMNAF_03560	CDS	1341	zraR_5			Transcriptional regulatory protein ZraR
JJAGMNAF_03561	CDS	1302	sasA_9	2.7.13.3		Adaptive-response sensory-kinase SasA
JJAGMNAF_03562	CDS	3177	recB	5.6.2.4		RecBCD enzyme subunit RecB
JJAGMNAF_03563	CDS	2880	addB	3.1.-.-		ATP-dependent helicase/deoxyribonuclease subunit B
JJAGMNAF_03564	CDS	828	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JJAGMNAF_03565	CDS	1557	dnaC	5.6.2.3	COG0305	Replicative DNA helicase DnaC
JJAGMNAF_03566	CDS	2463	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JJAGMNAF_03567	CDS	741			COG0217	putative transcriptional regulatory protein
JJAGMNAF_03568	CDS	246				hypothetical protein
JJAGMNAF_03569	CDS	1023				hypothetical protein
JJAGMNAF_03570	CDS	783				IS21 family transposase ISBf1
JJAGMNAF_03571	CDS	1575				hypothetical protein
JJAGMNAF_03572	CDS	369				hypothetical protein
JJAGMNAF_03573	CDS	198				hypothetical protein
JJAGMNAF_03574	CDS	120				hypothetical protein
JJAGMNAF_03575	CDS	936				hypothetical protein
JJAGMNAF_03576	CDS	1623				hypothetical protein
JJAGMNAF_03577	CDS	1035	traC	2.7.7.-		DNA primase TraC
JJAGMNAF_03578	CDS	198				hypothetical protein
JJAGMNAF_03579	CDS	270				hypothetical protein
JJAGMNAF_03580	CDS	132				hypothetical protein
JJAGMNAF_03581	CDS	780	soj_4	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
JJAGMNAF_03582	CDS	234				hypothetical protein
JJAGMNAF_03583	CDS	1803				hypothetical protein
JJAGMNAF_03584	CDS	846				hypothetical protein
JJAGMNAF_03585	CDS	687				hypothetical protein
JJAGMNAF_03586	CDS	306				hypothetical protein
JJAGMNAF_03587	CDS	177				hypothetical protein
JJAGMNAF_03588	CDS	1065				hypothetical protein
JJAGMNAF_03589	CDS	435				hypothetical protein
JJAGMNAF_03590	CDS	672				hypothetical protein
JJAGMNAF_03591	CDS	1005				hypothetical protein
JJAGMNAF_03592	CDS	351				hypothetical protein
JJAGMNAF_03593	CDS	2697			COG4771	TonB-dependent receptor P3
JJAGMNAF_03594	CDS	1617	susD_2		COG3637	Starch-binding protein SusD
JJAGMNAF_03595	CDS	603				hypothetical protein
JJAGMNAF_03596	CDS	162				hypothetical protein
JJAGMNAF_03597	CDS	798				IS21 family transposase ISBf1
JJAGMNAF_03598	CDS	231				hypothetical protein
JJAGMNAF_03599	CDS	906				IS982 family transposase IS195
JJAGMNAF_03600	CDS	525				hypothetical protein
JJAGMNAF_03601	CDS	864				hypothetical protein
JJAGMNAF_03602	CDS	927				hypothetical protein
JJAGMNAF_03603	CDS	1308			COG0702	SusD-like protein P38
JJAGMNAF_03604	CDS	1779			COG4771	TonB-dependent receptor P3
JJAGMNAF_03605	CDS	1197	susC_18		COG1629	TonB-dependent receptor SusC
JJAGMNAF_03606	CDS	1092				hypothetical protein
JJAGMNAF_03607	CDS	372	ppk_3	2.7.4.1		Polyphosphate kinase
JJAGMNAF_03608	CDS	909	ppx2_2	3.6.1.11		Exopolyphosphatase 2
JJAGMNAF_03609	CDS	537	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
JJAGMNAF_03610	CDS	795				hypothetical protein
JJAGMNAF_03611	CDS	2559	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
JJAGMNAF_03612	CDS	2247	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
JJAGMNAF_03613	CDS	984	pfkA_3	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
JJAGMNAF_03614	CDS	456				hypothetical protein
JJAGMNAF_03615	CDS	429				hypothetical protein
JJAGMNAF_03616	CDS	750	gpmA_3	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JJAGMNAF_03617	CDS	1050	fbaB_2	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
JJAGMNAF_03618	CDS	483	ftnA_2	1.16.3.2		Bacterial non-heme ferritin
JJAGMNAF_03619	CDS	648				hypothetical protein
JJAGMNAF_03620	CDS	210	ftnA_3	1.16.3.2		Bacterial non-heme ferritin
JJAGMNAF_03621	CDS	141				hypothetical protein
JJAGMNAF_03622	CDS	2424				hypothetical protein
JJAGMNAF_03623	CDS	711	yknY_6	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJAGMNAF_03624	CDS	1251	mdtA_3			Multidrug resistance protein MdtA
JJAGMNAF_03625	CDS	1308				hypothetical protein
JJAGMNAF_03626	CDS	1332	zraR_6			Transcriptional regulatory protein ZraR
JJAGMNAF_03627	CDS	1323	walK	2.7.13.3	COG5002	Sensor protein kinase WalK
JJAGMNAF_03628	CDS	1533				hypothetical protein
JJAGMNAF_03629	CDS	1503	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
JJAGMNAF_03630	tRNA	74				tRNA-Gly(gcc)
JJAGMNAF_03631	tRNA	84				tRNA-Leu(cag)
JJAGMNAF_03632	tRNA	74				tRNA-Gly(gcc)
JJAGMNAF_03633	tRNA	85				tRNA-Leu(gag)
JJAGMNAF_03634	tRNA	82				tRNA-Leu(cag)
JJAGMNAF_03635	tRNA	74				tRNA-Gly(gcc)
JJAGMNAF_03636	CDS	1164		4.1.1.127	COG0019	Carboxyaminopropylagmatine decarboxylase
JJAGMNAF_03637	CDS	2391	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
JJAGMNAF_03638	CDS	618	sodB	1.15.1.1		Superoxide dismutase [Fe]
JJAGMNAF_03639	CDS	201				hypothetical protein
JJAGMNAF_03640	CDS	627	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
JJAGMNAF_03641	CDS	774	thiG	2.8.1.10	COG2022	Thiazole synthase
JJAGMNAF_03642	CDS	1701	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
JJAGMNAF_03643	CDS	516				hypothetical protein
JJAGMNAF_03644	CDS	552				hypothetical protein
JJAGMNAF_03645	CDS	1131	thiH	4.1.99.19		2-iminoacetate synthase
JJAGMNAF_03646	CDS	693	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
JJAGMNAF_03647	CDS	1125	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
JJAGMNAF_03648	CDS	354				hypothetical protein
JJAGMNAF_03649	CDS	609	thiE_2	2.5.1.3		Thiamine-phosphate synthase
JJAGMNAF_03650	CDS	939	prs	2.7.6.1		Ribose-phosphate pyrophosphokinase
JJAGMNAF_03651	CDS	1359				hypothetical protein
JJAGMNAF_03652	CDS	1311	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
JJAGMNAF_03653	CDS	792	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
JJAGMNAF_03654	CDS	798	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
JJAGMNAF_03655	CDS	1389	uup_3	3.6.1.-		ATP-binding protein Uup
JJAGMNAF_03656	CDS	1119	resA_15			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_03657	CDS	1359				hypothetical protein
JJAGMNAF_03658	CDS	2565	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
JJAGMNAF_03659	CDS	1671				hypothetical protein
JJAGMNAF_03660	CDS	465	ntpK		COG0636	V-type sodium ATPase subunit K
JJAGMNAF_03661	CDS	1806	ntpI		COG1269	V-type sodium ATPase subunit I
JJAGMNAF_03662	CDS	606	atpD_2			A-type ATP synthase subunit D
JJAGMNAF_03663	CDS	1323	ntpB		COG1156	V-type sodium ATPase subunit B
JJAGMNAF_03664	CDS	1755	atpA_2	7.1.2.2	COG1155	V-type ATP synthase alpha chain
JJAGMNAF_03665	CDS	837				hypothetical protein
JJAGMNAF_03666	CDS	591	atpE_2			A-type ATP synthase subunit E
JJAGMNAF_03667	rRNA	111				5S ribosomal RNA
JJAGMNAF_03668	rRNA	2889				23S ribosomal RNA
JJAGMNAF_03669	tRNA	75				tRNA-Ala(tgc)
JJAGMNAF_03670	tRNA	75				tRNA-Ile(gat)
JJAGMNAF_03671	rRNA	1528				16S ribosomal RNA
JJAGMNAF_03672	CDS	606				hypothetical protein
JJAGMNAF_03673	CDS	1191				hypothetical protein
JJAGMNAF_03674	CDS	1173				hypothetical protein
JJAGMNAF_03675	CDS	996	emrA			Colistin resistance protein EmrA
JJAGMNAF_03676	CDS	1434				hypothetical protein
JJAGMNAF_03677	CDS	2199				hypothetical protein
JJAGMNAF_03678	CDS	2190	glnA_2	6.3.1.2		Glutamine synthetase
JJAGMNAF_03679	CDS	702	crp			CRP-like cAMP-activated global transcriptional regulator
JJAGMNAF_03680	CDS	153				hypothetical protein
JJAGMNAF_03681	CDS	513				hypothetical protein
JJAGMNAF_03682	CDS	798	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
JJAGMNAF_03683	CDS	930	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
JJAGMNAF_03684	CDS	924	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JJAGMNAF_03685	CDS	1011	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
JJAGMNAF_03686	CDS	441	mscL		COG1970	Large-conductance mechanosensitive channel
JJAGMNAF_03687	CDS	1554	guaA_3	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JJAGMNAF_03688	CDS	1308	guaA_4	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JJAGMNAF_03689	CDS	1161	map_3	3.4.11.18		Methionine aminopeptidase
JJAGMNAF_03690	CDS	423				hypothetical protein
JJAGMNAF_03691	CDS	1152	ttgA			Toluene efflux pump periplasmic linker protein TtgA
JJAGMNAF_03692	CDS	3150	bepE_5			Efflux pump membrane transporter BepE
JJAGMNAF_03693	CDS	1455	oprM_2			Outer membrane protein OprM
JJAGMNAF_03694	CDS	252				hypothetical protein
JJAGMNAF_03695	CDS	1026	mdtA_4			Multidrug resistance protein MdtA
JJAGMNAF_03696	CDS	2295	acrD_1		COG0841	putative aminoglycoside efflux pump
JJAGMNAF_03697	CDS	651	cnrA			Nickel and cobalt resistance protein CnrA
JJAGMNAF_03698	CDS	1290				hypothetical protein
JJAGMNAF_03699	CDS	1029				hypothetical protein
JJAGMNAF_03700	CDS	774	btsR_3		COG3279	Transcriptional regulatory protein BtsR
JJAGMNAF_03701	CDS	273				hypothetical protein
JJAGMNAF_03702	CDS	114				hypothetical protein
JJAGMNAF_03703	CDS	3435	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
JJAGMNAF_03704	CDS	117				hypothetical protein
JJAGMNAF_03705	CDS	606				hypothetical protein
JJAGMNAF_03706	CDS	414				hypothetical protein
JJAGMNAF_03707	CDS	1203				hypothetical protein
JJAGMNAF_03708	CDS	645	macB_4	7.6.2.-	COG0577	Macrolide export ATP-binding/permease protein MacB
JJAGMNAF_03709	CDS	1533				hypothetical protein
JJAGMNAF_03710	CDS	702	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JJAGMNAF_03711	CDS	567				hypothetical protein
JJAGMNAF_03712	CDS	1278	nupG		COG2211	Nucleoside permease NupG
JJAGMNAF_03713	CDS	615				hypothetical protein
JJAGMNAF_03714	CDS	567				hypothetical protein
JJAGMNAF_03715	CDS	471				hypothetical protein
JJAGMNAF_03716	CDS	753	mro_5	5.1.3.3		Aldose 1-epimerase
JJAGMNAF_03717	CDS	546	sigV		COG1595	RNA polymerase sigma factor SigV
JJAGMNAF_03718	CDS	1239				hypothetical protein
JJAGMNAF_03719	CDS	789	ubiG_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
JJAGMNAF_03720	CDS	1185	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
JJAGMNAF_03721	CDS	651	rnd	3.1.13.5		Ribonuclease D
JJAGMNAF_03722	CDS	564				hypothetical protein
JJAGMNAF_03723	CDS	2466				hypothetical protein
JJAGMNAF_03724	CDS	615				hypothetical protein
JJAGMNAF_03725	CDS	948	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JJAGMNAF_03726	CDS	2820	pqqL	3.4.24.-	COG0612	putative zinc protease PqqL
JJAGMNAF_03727	CDS	1488				hypothetical protein
JJAGMNAF_03728	CDS	708	lnrL	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
JJAGMNAF_03729	CDS	513	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
JJAGMNAF_03730	CDS	2070	gph_3	3.1.3.18		Phosphoglycolate phosphatase
JJAGMNAF_03731	CDS	318	rplU			Large ribosomal subunit protein bL21
JJAGMNAF_03732	CDS	264	rpmA			Large ribosomal subunit protein bL27
JJAGMNAF_03733	CDS	570				hypothetical protein
JJAGMNAF_03734	CDS	573	pnuC			Nicotinamide riboside transporter PnuC
JJAGMNAF_03735	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
JJAGMNAF_03736	CDS	117				hypothetical protein
JJAGMNAF_03737	CDS	1218	fucP_5		COG0738	L-fucose-proton symporter
JJAGMNAF_03738	CDS	2298	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JJAGMNAF_03739	CDS	147				hypothetical protein
JJAGMNAF_03740	CDS	771				hypothetical protein
JJAGMNAF_03741	CDS	375				hypothetical protein
JJAGMNAF_03742	CDS	423				hypothetical protein
JJAGMNAF_03743	CDS	222				hypothetical protein
JJAGMNAF_03744	CDS	177				hypothetical protein
JJAGMNAF_03745	CDS	756	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
JJAGMNAF_03746	CDS	1443				hypothetical protein
JJAGMNAF_03747	CDS	471				hypothetical protein
JJAGMNAF_03748	CDS	999	floA			Flotillin-like protein FloA
JJAGMNAF_03749	CDS	879	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
JJAGMNAF_03750	CDS	486	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
JJAGMNAF_03751	CDS	1497	mnmE_2	3.6.-.-	COG0486	tRNA modification GTPase MnmE
JJAGMNAF_03752	CDS	240				hypothetical protein
JJAGMNAF_03753	CDS	579				hypothetical protein
JJAGMNAF_03754	CDS	558				hypothetical protein
JJAGMNAF_03755	CDS	90				hypothetical protein
JJAGMNAF_03756	CDS	591				hypothetical protein
JJAGMNAF_03757	CDS	1170				hypothetical protein
JJAGMNAF_03758	CDS	486				hypothetical protein
JJAGMNAF_03759	CDS	717				hypothetical protein
JJAGMNAF_03760	CDS	327				hypothetical protein
JJAGMNAF_03761	CDS	351				hypothetical protein
JJAGMNAF_03762	CDS	375				IS256 family transposase ISCbo4
JJAGMNAF_03763	rRNA	113				5S ribosomal RNA
JJAGMNAF_03764	CDS	1731				hypothetical protein
JJAGMNAF_03765	CDS	1167				hypothetical protein
JJAGMNAF_03766	CDS	3402				hypothetical protein
JJAGMNAF_03767	CDS	585				hypothetical protein
JJAGMNAF_03768	CDS	1449			COG4942	putative protein/MSMEI_1241
JJAGMNAF_03769	CDS	714				hypothetical protein
JJAGMNAF_03770	CDS	1272				hypothetical protein
JJAGMNAF_03771	CDS	93				hypothetical protein
JJAGMNAF_03772	CDS	231				hypothetical protein
JJAGMNAF_03773	CDS	375				hypothetical protein
JJAGMNAF_03774	CDS	1311				hypothetical protein
JJAGMNAF_03775	CDS	795				hypothetical protein
JJAGMNAF_03776	CDS	309				hypothetical protein
JJAGMNAF_03777	CDS	942				hypothetical protein
JJAGMNAF_03778	CDS	399				hypothetical protein
JJAGMNAF_03779	CDS	927	Int-Tn		COG0582	Transposase from transposon Tn916
JJAGMNAF_03780	CDS	801				hypothetical protein
JJAGMNAF_03781	CDS	357				hypothetical protein
JJAGMNAF_03782	CDS	369				hypothetical protein
JJAGMNAF_03783	CDS	1614				IS66 family transposase ISBvu3
JJAGMNAF_03784	CDS	522				hypothetical protein
JJAGMNAF_03785	CDS	594				hypothetical protein
JJAGMNAF_03786	CDS	1077				hypothetical protein
JJAGMNAF_03787	CDS	1413				hypothetical protein
JJAGMNAF_03788	CDS	1554	hsdM_1	2.1.1.72		Type I restriction enzyme EcoR124I/EcoR124II methylase subunit
JJAGMNAF_03789	CDS	2829	hsdR	3.1.21.3		Type I restriction enzyme SauN315I endonuclease subunit
JJAGMNAF_03790	CDS	210				hypothetical protein
JJAGMNAF_03791	CDS	1365				hypothetical protein
JJAGMNAF_03792	CDS	351				hypothetical protein
JJAGMNAF_03793	CDS	594				hypothetical protein
JJAGMNAF_03794	CDS	879				hypothetical protein
JJAGMNAF_03795	CDS	339			COG3550	putative protein
JJAGMNAF_03796	CDS	207				hypothetical protein
JJAGMNAF_03797	CDS	288				hypothetical protein
JJAGMNAF_03798	CDS	1344				hypothetical protein
JJAGMNAF_03799	CDS	1017				hypothetical protein
JJAGMNAF_03800	CDS	2337	btuB_10			Vitamin B12 transporter BtuB
JJAGMNAF_03801	CDS	333				hypothetical protein
JJAGMNAF_03802	CDS	522	ybdM_2		COG1475	putative protein YbdM
JJAGMNAF_03803	CDS	1281				hypothetical protein
JJAGMNAF_03804	CDS	405				hypothetical protein
JJAGMNAF_03805	CDS	1605			COG0561	SusD-like protein
JJAGMNAF_03806	CDS	1992			COG4771	TonB-dependent receptor P3
JJAGMNAF_03807	CDS	918	susC_19		COG1629	TonB-dependent receptor SusC
JJAGMNAF_03808	CDS	465				hypothetical protein
JJAGMNAF_03809	CDS	3096	susC_20		COG1629	TonB-dependent receptor SusC
JJAGMNAF_03810	CDS	1638			COG0702	SusD-like protein P25
JJAGMNAF_03811	CDS	405				hypothetical protein
JJAGMNAF_03812	CDS	1356				hypothetical protein
JJAGMNAF_03813	CDS	3243				hypothetical protein
JJAGMNAF_03814	CDS	321				hypothetical protein
JJAGMNAF_03815	CDS	1605				hypothetical protein
JJAGMNAF_03816	CDS	312				hypothetical protein
JJAGMNAF_03817	CDS	360				hypothetical protein
JJAGMNAF_03818	CDS	1452	xerC_21			Tyrosine recombinase XerC
JJAGMNAF_03819	CDS	906				hypothetical protein
JJAGMNAF_03820	CDS	183				hypothetical protein
JJAGMNAF_03821	CDS	726				hypothetical protein
JJAGMNAF_03822	CDS	900				hypothetical protein
JJAGMNAF_03823	CDS	1086	xerC_22			Tyrosine recombinase XerC
JJAGMNAF_03824	CDS	627		3.4.21.-	COG3340	putative peptidase
JJAGMNAF_03825	CDS	96				hypothetical protein
JJAGMNAF_03826	CDS	756				hypothetical protein
JJAGMNAF_03827	CDS	951				hypothetical protein
JJAGMNAF_03828	CDS	414				hypothetical protein
JJAGMNAF_03829	CDS	492				hypothetical protein
JJAGMNAF_03830	CDS	351				hypothetical protein
JJAGMNAF_03831	CDS	312				hypothetical protein
JJAGMNAF_03832	CDS	309				hypothetical protein
JJAGMNAF_03833	CDS	363				hypothetical protein
JJAGMNAF_03834	CDS	1224	xerC_23			Tyrosine recombinase XerC
JJAGMNAF_03835	CDS	1239	xerC_24			Tyrosine recombinase XerC
JJAGMNAF_03836	CDS	789				hypothetical protein
JJAGMNAF_03837	CDS	366				hypothetical protein
JJAGMNAF_03838	CDS	693				hypothetical protein
JJAGMNAF_03839	CDS	249				hypothetical protein
JJAGMNAF_03840	CDS	900				hypothetical protein
JJAGMNAF_03841	CDS	204				hypothetical protein
JJAGMNAF_03842	CDS	435				hypothetical protein
JJAGMNAF_03843	CDS	3669				hypothetical protein
JJAGMNAF_03844	CDS	2646				hypothetical protein
JJAGMNAF_03845	CDS	1578				hypothetical protein
JJAGMNAF_03846	CDS	2766	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
JJAGMNAF_03847	CDS	1485				hypothetical protein
JJAGMNAF_03848	CDS	615				hypothetical protein
JJAGMNAF_03849	CDS	333				hypothetical protein
JJAGMNAF_03850	CDS	2649	add	3.5.4.4		Adenosine deaminase
JJAGMNAF_03851	CDS	2289	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
JJAGMNAF_03852	CDS	1338	pqqE_4	1.21.98.4		PqqA peptide cyclase
JJAGMNAF_03853	CDS	105				hypothetical protein
JJAGMNAF_03854	CDS	1047	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
JJAGMNAF_03855	CDS	1179				hypothetical protein
JJAGMNAF_03856	CDS	1788				hypothetical protein
JJAGMNAF_03857	CDS	2943				hypothetical protein
JJAGMNAF_03858	CDS	162				hypothetical protein
JJAGMNAF_03859	CDS	300				hypothetical protein
JJAGMNAF_03860	CDS	621				hypothetical protein
JJAGMNAF_03861	CDS	1245	mdtK_3			Multidrug resistance protein MdtK
JJAGMNAF_03862	CDS	1503				hypothetical protein
JJAGMNAF_03863	CDS	309				hypothetical protein
JJAGMNAF_03864	CDS	1317				hypothetical protein
JJAGMNAF_03865	CDS	756				hypothetical protein
JJAGMNAF_03866	CDS	585				hypothetical protein
JJAGMNAF_03867	CDS	519				hypothetical protein
JJAGMNAF_03868	CDS	429				hypothetical protein
JJAGMNAF_03869	CDS	1359				hypothetical protein
JJAGMNAF_03870	CDS	843				IS21 family transposase ISPpu7
JJAGMNAF_03871	CDS	324				hypothetical protein
JJAGMNAF_03872	CDS	807	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
JJAGMNAF_03873	CDS	1047	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
JJAGMNAF_03874	CDS	435				hypothetical protein
JJAGMNAF_03875	CDS	390				hypothetical protein
JJAGMNAF_03876	CDS	876	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
JJAGMNAF_03877	CDS	942				hypothetical protein
JJAGMNAF_03878	CDS	465	htdZ	4.2.1.-	COG2030	3-hydroxyacyl-thioester dehydratase Z
JJAGMNAF_03879	CDS	354	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
JJAGMNAF_03880	CDS	474				hypothetical protein
JJAGMNAF_03881	CDS	207				hypothetical protein
JJAGMNAF_03882	CDS	315				hypothetical protein
JJAGMNAF_03883	CDS	1623				hypothetical protein
JJAGMNAF_03884	CDS	1392	mepA_7			Multidrug export protein MepA
JJAGMNAF_03885	CDS	1509	trkH_2		COG0168	Trk system potassium uptake protein TrkH
JJAGMNAF_03886	CDS	1200	bepF_2			Efflux pump periplasmic linker BepF
JJAGMNAF_03887	CDS	3102	bepE_6			multidrug efflux RND transporter permease subunit BepE
JJAGMNAF_03888	CDS	1374	oprM_3			Outer membrane protein OprM
JJAGMNAF_03889	CDS	1212				hypothetical protein
JJAGMNAF_03890	CDS	1179				hypothetical protein
JJAGMNAF_03891	CDS	3546		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
JJAGMNAF_03892	CDS	189				hypothetical protein
JJAGMNAF_03893	CDS	1518		3.1.6.1	COG3119	Arylsulfatase
JJAGMNAF_03894	CDS	777				hypothetical protein
JJAGMNAF_03895	CDS	243				hypothetical protein
JJAGMNAF_03896	CDS	1656				IS1182 family transposase ISBthe2
JJAGMNAF_03897	CDS	1212				hypothetical protein
JJAGMNAF_03898	CDS	1848				hypothetical protein
JJAGMNAF_03899	CDS	921				hypothetical protein
JJAGMNAF_03900	CDS	951				hypothetical protein
JJAGMNAF_03901	CDS	486				hypothetical protein
JJAGMNAF_03902	CDS	114				hypothetical protein
JJAGMNAF_03903	CDS	495				hypothetical protein
JJAGMNAF_03904	CDS	1695				hypothetical protein
JJAGMNAF_03905	CDS	765	btsR_4		COG3279	Transcriptional regulatory protein BtsR
JJAGMNAF_03906	CDS	2052				hypothetical protein
JJAGMNAF_03907	CDS	876	lacX			Protein LacX, plasmid
JJAGMNAF_03908	CDS	924				hypothetical protein
JJAGMNAF_03909	CDS	1746	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
JJAGMNAF_03910	CDS	1641				hypothetical protein
JJAGMNAF_03911	CDS	1671				hypothetical protein
JJAGMNAF_03912	CDS	1092	ald	1.4.1.1	COG0686	Alanine dehydrogenase
JJAGMNAF_03913	CDS	831	tatC		COG0805	Sec-independent protein translocase protein TatC
JJAGMNAF_03914	CDS	204	tatA			Sec-independent protein translocase protein TatA
JJAGMNAF_03915	CDS	120				hypothetical protein
JJAGMNAF_03916	CDS	510				hypothetical protein
JJAGMNAF_03917	CDS	483				hypothetical protein
JJAGMNAF_03918	CDS	1290				hypothetical protein
JJAGMNAF_03919	CDS	987				hypothetical protein
JJAGMNAF_03920	CDS	897	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
JJAGMNAF_03921	CDS	582				hypothetical protein
JJAGMNAF_03922	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
JJAGMNAF_03923	CDS	441				hypothetical protein
JJAGMNAF_03924	CDS	597	coaE	2.7.1.24		Dephospho-CoA kinase
JJAGMNAF_03925	CDS	1014				hypothetical protein
JJAGMNAF_03926	CDS	315				hypothetical protein
